customer_id,email_open_rate,push_notification_ctr,customer_service_tickets,return_rate,nps_score,delivery_rating,cart_abandonment_count,days_since_last_purchase
C12525,0.085,0.082,1,0.109,5.0,5.0,0,22
C12526,0.083,0.025,2,0.224,,3.9,6,114
C12527,0.217,0.065,1,0.029,,4.2,4,24
C12528,0.164,0.021,2,0.02,4.0,,3,193
C12529,0.11,0.044,4,0.069,6.0,,4,17
C12530,0.293,0.12,3,0.0,,3.3,1,62
C12531,0.121,0.037,1,0.294,1.0,3.4,11,162
C12532,0.111,0.0,0,0.048,7.0,,5,9
C12533,0.098,0.024,2,0.285,9.0,,10,296
C12534,0.257,0.016,0,0.085,8.0,3.8,5,20
C12535,0.285,0.039,1,0.073,8.0,3.6,1,27
C12536,0.211,0.046,5,0.076,,4.9,2,18
C12537,0.312,0.036,1,0.161,9.0,4.1,1,43
C12538,0.326,0.101,0,0.062,6.0,4.1,0,46
C12539,0.134,0.025,2,0.15,,,4,136
C12540,0.287,0.103,0,0.064,7.0,4.4,4,39
C12541,0.236,0.011,1,0.006,6.0,3.9,2,39
C12542,0.131,0.093,1,0.053,,,2,1
C12543,0.081,0.029,1,0.057,6.0,2.9,10,206
C12544,0.317,0.075,0,0.026,7.0,4.6,3,34
C12545,0.202,0.024,1,0.079,6.0,4.5,1,62
C12546,0.085,0.106,0,0.069,8.0,4.0,1,51
C12547,0.245,0.035,1,0.04,7.0,,3,20
C12548,0.062,0.045,1,0.25,,4.1,10,145
C12549,0.24,0.076,0,0.143,8.0,2.6,3,16
C12550,0.132,0.007,1,0.251,3.0,,4,200
C12551,0.316,0.098,1,0.066,,4.5,3,9
C12552,0.233,0.039,1,0.105,7.0,4.0,3,65
C12553,0.285,0.095,3,0.088,6.0,4.0,4,35
C12554,0.204,0.06,0,0.081,,,2,80
C12555,0.317,0.09,0,0.051,8.0,,4,41
C12556,0.183,0.036,1,0.001,,5.0,3,34
C12557,0.217,0.055,3,0.082,6.0,4.6,1,57
C12558,0.334,0.127,0,0.131,,4.3,5,46
C12559,0.342,0.108,5,0.129,9.0,,2,6
C12560,0.319,0.119,1,0.0,,,4,9
C12561,0.281,0.075,3,0.081,6.0,,5,23
C12562,0.077,0.075,1,0.065,6.0,4.1,5,44
C12563,0.176,0.079,0,0.095,,4.0,1,1
C12564,0.232,0.029,1,0.109,,4.9,3,6
C12565,0.125,0.015,1,0.288,6.0,,2,156
C12566,0.117,0.05,1,0.154,5.0,4.2,5,32
C12567,0.365,0.07,1,0.163,7.0,3.5,3,6
C12568,0.065,0.033,1,0.128,,1.8,6,146
C12569,0.16,0.027,5,0.163,,,5,91
C12570,0.199,0.06,2,0.041,,,3,6
C12571,0.28,0.097,0,0.08,7.0,,0,9
C12572,0.225,0.004,2,0.068,,,0,33
C12573,0.047,0.039,1,0.091,5.0,5.0,4,68
C12574,0.084,0.0,3,0.186,,,2,98
C12575,0.347,0.075,0,0.052,5.0,4.0,1,15
C12576,0.32,0.077,0,0.035,5.0,4.7,5,14
C12577,0.239,0.035,2,0.072,8.0,,4,23
C12578,0.208,0.034,1,0.026,8.0,4.9,5,52
C12579,0.0,0.003,3,0.312,3.0,,4,219
C12580,0.202,0.037,1,0.191,,,4,112
C12581,0.25,0.017,3,0.226,,,5,244
C12582,0.001,0.035,2,0.191,,3.4,6,105
C12583,0.054,0.026,2,0.384,,5.0,8,132
C12584,0.126,0.073,1,0.04,8.0,4.5,5,24
C12585,0.059,0.0,1,0.259,,3.2,3,343
C12586,0.472,0.091,2,0.066,7.0,3.8,5,14
C12587,0.148,0.067,4,0.02,8.0,3.1,4,62
C12588,0.164,0.055,0,0.12,5.0,4.2,3,85
C12589,0.345,0.055,2,0.109,7.0,4.6,2,47
C12590,0.111,0.012,0,0.106,0.0,4.3,2,172
C12591,0.024,0.0,3,0.151,,2.6,11,104
C12592,0.088,0.01,2,0.109,,,10,308
C12593,0.2,0.04,0,0.064,6.0,2.8,0,24
C12594,0.239,0.114,2,0.019,9.0,3.6,5,18
C12595,0.105,0.009,0,0.22,0.0,3.5,5,365
C12596,0.321,0.106,2,0.008,7.0,4.3,1,32
C12597,0.0,0.025,1,0.259,,5.0,2,266
C12598,0.189,0.039,4,0.1,,3.8,1,3
C12599,0.011,0.068,1,0.01,,4.5,3,2
C12600,0.187,0.075,0,0.036,6.0,3.1,5,12
C12601,0.192,0.028,1,0.147,,3.9,9,196
C12602,0.237,0.056,0,0.14,,,4,61
C12603,0.203,0.04,0,0.152,10.0,3.9,0,1
C12604,0.261,0.045,0,0.092,5.0,4.4,0,84
C12605,0.176,0.036,0,0.015,9.0,,2,10
C12606,0.098,0.048,1,0.095,9.0,5.0,1,55
C12607,0.206,0.016,2,0.028,8.0,4.2,5,27
C12608,0.313,0.075,1,0.085,8.0,,5,55
C12609,0.037,0.05,1,0.0,,,9,103
C12610,0.146,0.017,0,0.235,9.0,,10,176
C12611,0.187,0.1,2,0.026,5.0,4.8,1,35
C12612,0.137,0.024,3,0.045,3.0,2.3,2,240
C12613,0.333,0.095,1,0.101,9.0,,0,51
C12614,0.172,0.078,2,0.123,5.0,3.8,1,17
C12615,0.157,0.06,1,0.0,6.0,,3,86
C12616,0.101,0.036,0,0.205,4.0,,8,170
C12617,0.122,0.137,1,0.007,8.0,3.2,4,1
C12618,0.246,0.035,1,0.043,8.0,4.6,2,48
C12619,0.161,0.067,1,0.096,8.0,3.8,0,85
C12620,0.202,0.065,3,0.069,,4.3,5,23
C12621,0.249,0.018,0,0.099,8.0,3.4,2,6
C12622,0.168,0.041,0,0.036,,3.6,1,36
C12623,0.214,0.035,2,0.0,,4.7,2,0
C12624,0.088,0.008,3,0.271,,,8,116
C12625,0.184,0.094,0,0.071,8.0,4.3,2,14
C12626,0.319,0.051,1,0.025,8.0,,5,32
C12627,0.08,0.026,2,0.151,,3.8,8,179
C12628,0.167,0.094,2,0.029,,3.8,5,10
C12629,0.11,0.012,3,0.286,3.0,3.8,6,239
C12630,0.195,0.057,2,0.033,,,1,45
C12631,0.185,0.108,3,0.075,9.0,,5,15
C12632,0.237,0.028,1,0.073,5.0,5.0,5,15
C12633,0.359,0.103,0,0.053,5.0,4.9,2,47
C12634,0.401,0.103,2,0.044,6.0,4.8,2,29
C12635,0.112,0.009,1,0.35,,4.8,4,167
C12636,0.119,0.036,4,0.174,0.0,,4,137
C12637,0.323,0.051,2,0.0,,3.9,1,69
C12638,0.289,0.016,0,0.02,9.0,4.6,4,10
C12639,0.185,0.022,0,0.082,6.0,,2,9
C12640,0.151,0.081,2,0.058,7.0,,1,52
C12641,0.057,0.012,2,0.269,,,9,135
C12642,0.28,0.1,0,0.092,8.0,4.7,5,38
C12643,0.114,0.017,0,0.047,7.0,4.5,5,27
C12644,0.101,0.053,2,0.124,,4.1,5,20
C12645,0.187,0.034,3,0.036,8.0,,3,8
C12646,0.095,0.083,2,0.136,,5.0,3,17
C12647,0.244,0.061,0,0.035,,4.1,5,42
C12648,0.109,0.02,0,0.134,7.0,5.0,3,55
C12649,0.184,0.066,0,0.038,8.0,3.8,0,70
C12650,0.19,0.052,2,0.0,9.0,4.3,5,11
C12651,0.154,0.047,0,0.136,7.0,4.7,5,64
C12652,0.161,0.071,0,0.021,8.0,3.6,2,39
C12653,0.197,0.059,2,0.106,8.0,4.5,3,60
C12654,0.148,0.103,0,0.135,,5.0,1,1
C12655,0.117,0.053,0,0.104,6.0,4.8,2,2
C12656,0.208,0.088,3,0.095,6.0,5.0,4,14
C12657,0.048,0.082,2,0.0,6.0,3.6,4,17
C12658,0.136,0.028,1,0.198,5.0,3.4,6,99
C12659,0.086,0.039,1,0.11,,,4,112
C12660,0.166,0.004,3,0.055,7.0,4.0,1,11
C12661,0.151,0.061,0,0.104,6.0,4.1,1,59
C12662,0.427,0.088,0,0.141,,4.3,2,4
C12663,0.359,0.043,0,0.03,,4.2,3,22
C12664,0.072,0.052,0,0.072,,4.4,1,32
C12665,0.188,0.048,0,0.109,,4.2,4,79
C12666,0.334,0.004,0,0.048,,4.3,5,77
C12667,0.0,0.029,0,0.126,3.0,,8,365
C12668,0.356,0.047,3,0.072,5.0,4.1,4,10
C12669,0.221,0.039,0,0.026,9.0,5.0,2,76
C12670,0.23,0.047,1,0.08,7.0,4.1,3,51
C12671,0.076,0.036,3,0.0,3.0,3.4,11,195
C12672,0.188,0.039,4,0.141,,4.9,3,33
C12673,0.057,0.015,3,0.321,,,9,365
C12674,0.281,0.061,1,0.063,6.0,3.6,4,34
C12675,0.204,0.081,0,0.106,,3.7,4,41
C12676,0.365,0.093,1,0.102,6.0,4.8,0,60
C12677,0.238,0.072,2,0.061,5.0,4.4,3,2
C12678,0.278,0.07,1,0.055,,4.3,1,7
C12679,0.353,0.099,1,0.036,8.0,4.4,5,12
C12680,0.168,0.061,2,0.003,8.0,,4,19
C12681,0.13,0.027,4,0.229,,,4,115
C12682,0.102,0.084,0,0.028,6.0,4.5,4,14
C12683,0.126,0.098,1,0.042,,,3,56
C12684,0.04,0.032,1,0.25,6.0,,3,107
C12685,0.25,0.029,2,0.193,9.0,,2,36
C12686,0.025,0.025,2,0.056,5.0,,11,365
C12687,0.396,0.102,4,0.113,8.0,3.8,3,14
C12688,0.158,0.092,0,0.02,7.0,4.7,4,64
C12689,0.183,0.032,1,0.063,5.0,5.0,3,7
C12690,0.161,0.032,1,0.254,,,7,100
C12691,0.102,0.026,0,0.258,5.0,4.0,6,365
C12692,0.184,0.041,2,0.005,,4.1,4,21
C12693,0.247,0.072,0,0.053,8.0,3.7,0,46
C12694,0.098,0.031,1,0.326,,,11,365
C12695,0.317,0.068,1,0.011,,5.0,0,9
C12696,0.125,0.032,1,0.0,4.0,2.8,4,298
C12697,0.262,0.082,0,0.028,5.0,4.2,3,77
C12698,0.052,0.016,3,0.161,3.0,,9,365
C12699,0.078,0.044,1,0.169,5.0,4.6,1,75
C12700,0.203,0.091,0,0.0,7.0,4.6,1,18
C12701,0.252,0.071,1,0.106,,4.0,2,40
C12702,0.296,0.081,1,0.04,,3.3,5,0
C12703,0.31,0.1,2,0.032,8.0,4.5,5,0
C12704,0.363,0.089,1,0.057,,5.0,1,74
C12705,0.092,0.02,0,0.214,,,5,192
C12706,0.219,0.032,1,0.0,,,1,45
C12707,0.112,0.026,3,0.113,,,4,93
C12708,0.336,0.006,1,0.0,6.0,4.0,5,21
C12709,0.016,0.009,0,0.223,,3.7,9,116
C12710,0.072,0.036,1,0.074,7.0,,3,26
C12711,0.036,0.047,2,0.051,5.0,4.7,2,79
C12712,0.251,0.045,0,0.059,6.0,4.8,2,30
C12713,0.125,0.02,4,0.249,4.0,,8,316
C12714,0.193,0.061,0,0.119,8.0,4.2,0,34
C12715,0.329,0.018,0,0.051,5.0,5.0,2,42
C12716,0.159,0.103,0,0.115,6.0,3.4,4,63
C12717,0.043,0.033,0,0.043,,4.0,0,69
C12718,0.118,0.02,0,0.094,7.0,3.4,5,38
C12719,0.163,0.008,2,0.112,6.0,4.2,0,57
C12720,0.092,0.034,0,0.286,2.0,,3,114
C12721,0.203,0.091,4,0.095,8.0,3.9,0,2
C12722,0.159,0.038,0,0.122,8.0,3.1,1,14
C12723,0.293,0.0,0,0.136,7.0,,5,59
C12724,0.125,0.07,3,0.101,,4.4,5,6
C12725,0.059,0.025,0,0.201,,,8,365
C12726,0.04,0.002,0,0.288,,4.8,3,156
C12727,0.053,0.044,3,0.128,10.0,3.7,1,28
C12728,0.256,0.029,1,0.031,7.0,4.1,1,79
C12729,0.158,0.061,2,0.109,7.0,4.0,3,67
C12730,0.137,0.0,1,0.263,2.0,,3,251
C12731,0.051,0.001,3,0.073,2.0,,10,107
C12732,0.286,0.046,3,0.078,9.0,3.9,0,14
C12733,0.091,0.023,0,0.402,2.0,,11,365
C12734,0.251,0.0,1,0.097,,3.5,3,7
C12735,0.34,0.029,1,0.089,8.0,3.4,3,11
C12736,0.11,0.038,4,0.059,6.0,5.0,0,27
C12737,0.076,0.0,3,0.088,,,8,150
C12738,0.418,0.067,0,0.03,10.0,3.9,4,57
C12739,0.238,0.013,2,0.111,8.0,3.5,3,22
C12740,0.464,0.037,1,0.185,9.0,3.8,3,44
C12741,0.064,0.04,0,0.125,3.0,2.9,8,310
C12742,0.258,0.099,2,0.144,9.0,3.8,0,8
C12743,0.29,0.01,0,0.126,,4.2,2,35
C12744,0.094,0.016,2,0.247,5.0,1.7,10,112
C12745,0.036,0.0,2,0.109,4.0,3.7,10,147
C12746,0.271,0.069,3,0.19,5.0,4.2,5,35
C12747,0.106,0.056,1,0.0,7.0,4.3,2,3
C12748,0.245,0.053,0,0.0,,4.5,5,62
C12749,0.146,0.052,4,0.0,6.0,3.2,1,0
C12750,0.23,0.1,3,0.04,8.0,,3,35
C12751,0.0,0.005,1,0.069,,3.4,2,365
C12752,0.028,0.0,2,0.193,6.0,4.6,7,111
C12753,0.037,0.027,3,0.125,,,5,94
C12754,0.159,0.065,1,0.13,6.0,4.5,1,5
C12755,0.23,0.006,1,0.097,6.0,4.1,0,32
C12756,0.133,0.005,3,0.0,,,4,246
C12757,0.1,0.012,5,0.225,5.0,2.9,8,104
C12758,0.27,0.108,2,0.055,7.0,4.7,0,39
C12759,0.264,0.107,1,0.045,9.0,3.8,0,5
C12760,0.093,0.028,1,0.101,,4.0,3,172
C12761,0.401,0.074,1,0.046,10.0,4.3,5,39
C12762,0.25,0.028,1,0.108,4.0,3.3,1,21
C12763,0.152,0.027,4,0.148,7.0,4.7,1,4
C12764,0.149,0.054,1,0.0,3.0,3.7,5,56
C12765,0.268,0.046,1,0.093,9.0,,5,82
C12766,0.176,0.026,4,0.098,9.0,4.2,1,2
C12767,0.299,0.065,0,0.03,7.0,5.0,5,2
C12768,0.202,0.06,1,0.072,8.0,3.7,5,10
C12769,0.097,0.056,3,0.298,2.0,3.2,3,111
C12770,0.107,0.098,2,0.087,,4.5,1,90
C12771,0.303,0.049,4,0.062,9.0,4.6,4,35
C12772,0.096,0.115,1,0.036,10.0,4.6,5,53
C12773,0.085,0.054,1,0.107,10.0,4.6,1,83
C12774,0.196,0.049,2,0.058,10.0,4.5,5,23
C12775,0.177,0.08,1,0.12,8.0,4.6,0,14
C12776,0.117,0.051,0,0.021,7.0,4.6,1,5
C12777,0.296,0.092,0,0.104,,3.2,1,60
C12778,0.056,0.074,2,0.136,7.0,4.0,2,7
C12779,0.198,0.066,1,0.117,9.0,4.1,5,0
C12780,0.178,0.072,0,0.052,7.0,3.9,4,33
C12781,0.192,0.05,0,0.101,9.0,4.4,0,23
C12782,0.201,0.024,1,0.057,6.0,3.8,4,1
C12783,0.398,0.088,2,0.0,,5.0,4,81
C12784,0.112,0.036,1,0.156,7.0,1.0,6,126
C12785,0.271,0.078,2,0.072,7.0,3.5,4,29
C12786,0.277,0.1,0,0.0,5.0,3.1,3,17
C12787,0.176,0.008,0,0.065,7.0,5.0,0,13
C12788,0.124,0.062,2,0.095,8.0,,0,47
C12789,0.072,0.012,3,0.029,3.0,,9,209
C12790,0.274,0.066,0,0.127,,3.7,4,0
C12791,0.141,0.005,1,0.178,6.0,3.5,2,40
C12792,0.139,0.053,1,0.079,5.0,4.0,3,0
C12793,0.353,0.009,1,0.0,5.0,3.8,3,42
C12794,0.059,0.026,1,0.274,6.0,2.8,6,365
C12795,0.157,0.091,0,0.048,,3.9,2,25
C12796,0.395,0.044,3,0.093,7.0,2.9,3,21
C12797,0.191,0.1,0,0.068,5.0,4.1,4,20
C12798,0.096,0.004,4,0.06,,,3,192
C12799,0.315,0.034,3,0.043,7.0,4.3,0,14
C12800,0.228,0.034,0,0.028,,5.0,3,52
C12801,0.198,0.049,1,0.098,7.0,4.0,1,40
C12802,0.141,0.006,1,0.2,7.0,3.4,11,113
C12803,0.328,0.077,2,0.0,,3.2,1,74
C12804,0.408,0.059,0,0.079,7.0,4.2,1,7
C12805,0.251,0.047,0,0.0,8.0,4.4,5,5
C12806,0.202,0.067,1,0.017,5.0,3.8,2,3
C12807,0.252,0.068,2,0.095,,4.1,5,55
C12808,0.136,0.008,1,0.181,,,5,294
C12809,0.181,0.042,0,0.091,6.0,4.0,5,11
C12810,0.19,0.031,0,0.027,,3.4,5,5
C12811,0.167,0.034,0,0.034,8.0,4.2,4,8
C12812,0.289,0.137,0,0.138,5.0,,0,6
C12813,0.075,0.035,0,0.066,,4.1,3,52
C12814,0.259,0.057,0,0.057,5.0,4.2,4,50
C12815,0.095,0.023,3,0.231,8.0,3.0,5,145
C12816,0.061,0.027,0,0.123,,3.3,11,131
C12817,0.264,0.035,0,0.0,6.0,,1,25
C12818,0.217,0.088,3,0.042,5.0,4.2,1,75
C12819,0.138,0.034,1,0.095,7.0,4.8,3,25
C12820,0.106,0.001,0,0.136,8.0,3.8,5,15
C12821,0.06,0.043,3,0.033,,1.1,5,105
C12822,0.29,0.049,0,0.039,,4.5,1,6
C12823,0.143,0.0,0,0.148,6.0,,6,201
C12824,0.124,0.0,3,0.218,,,6,165
C12825,0.128,0.005,4,0.093,,2.2,7,308
C12826,0.081,0.009,0,0.142,,3.8,9,139
C12827,0.068,0.0,2,0.145,,,2,99
C12828,0.253,0.059,1,0.083,,4.2,1,78
C12829,0.064,0.077,1,0.053,,4.7,5,42
C12830,0.124,0.04,2,0.125,3.0,3.8,8,156
C12831,0.132,0.11,2,0.0,8.0,,2,7
C12832,0.052,0.028,5,0.144,5.0,3.1,3,150
C12833,0.249,0.05,0,0.061,5.0,4.5,4,67
C12834,0.147,0.084,2,0.133,,5.0,2,9
C12835,0.386,0.0,4,0.113,,,2,16
C12836,0.246,0.074,2,0.032,,4.4,2,28
C12837,0.203,0.058,1,0.151,5.0,3.8,5,28
C12838,0.191,0.061,1,0.083,7.0,4.2,2,25
C12839,0.306,0.084,0,0.086,,3.5,0,25
C12840,0.365,0.049,0,0.081,,3.5,1,77
C12841,0.292,0.048,0,0.0,5.0,4.2,5,6
C12842,0.109,0.02,4,0.191,8.0,,3,228
C12843,0.197,0.093,3,0.035,8.0,3.7,5,18
C12844,0.229,0.08,3,0.057,7.0,4.6,1,49
C12845,0.156,0.134,2,0.113,8.0,4.0,4,48
C12846,0.099,0.001,1,0.238,5.0,4.3,11,91
C12847,0.11,0.03,0,0.098,6.0,,7,227
C12848,0.017,0.015,0,0.275,,,7,241
C12849,0.337,0.06,0,0.039,6.0,,3,4
C12850,0.222,0.112,0,0.176,6.0,,2,38
C12851,0.166,0.035,0,0.108,7.0,3.0,5,0
C12852,0.269,0.082,1,0.0,9.0,,1,5
C12853,0.15,0.037,0,0.266,3.0,,5,190
C12854,0.199,0.056,3,0.111,4.0,4.7,1,41
C12855,0.13,0.047,5,0.107,,3.0,2,10
C12856,0.025,0.02,2,0.2,3.0,2.7,6,303
C12857,0.169,0.094,1,0.12,,,2,22
C12858,0.194,0.037,1,0.047,,4.6,0,9
C12859,0.079,0.0,0,0.0,7.0,4.4,3,45
C12860,0.218,0.03,4,0.093,6.0,4.1,3,36
C12861,0.023,0.028,3,0.243,,1.5,7,116
C12862,0.157,0.124,1,0.037,5.0,3.9,3,44
C12863,0.267,0.042,2,0.213,6.0,4.6,1,7
C12864,0.133,0.013,4,0.165,,3.6,11,92
C12865,0.14,0.0,1,0.294,3.0,3.8,7,365
C12866,0.203,0.058,0,0.105,7.0,,2,68
C12867,0.224,0.079,2,0.0,6.0,3.2,3,30
C12868,0.058,0.006,4,0.2,4.0,,10,99
C12869,0.283,0.055,0,0.087,3.0,3.7,4,33
C12870,0.234,0.064,1,0.092,,4.4,2,1
C12871,0.074,0.01,2,0.245,2.0,2.9,10,148
C12872,0.179,0.067,1,0.079,5.0,3.2,0,12
C12873,0.229,0.048,1,0.041,,2.6,0,80
C12874,0.13,0.009,4,0.2,6.0,,2,365
C12875,0.078,0.011,2,0.168,5.0,2.7,4,185
C12876,0.247,0.077,0,0.094,8.0,3.1,2,41
C12877,0.209,0.065,1,0.057,5.0,4.6,5,55
C12878,0.186,0.071,0,0.092,,,3,27
C12879,0.228,0.058,0,0.043,,4.0,0,19
C12880,0.092,0.019,1,0.22,,,7,149
C12881,0.058,0.028,0,0.054,,,3,270
C12882,0.173,0.014,1,0.192,7.0,,4,105
C12883,0.184,0.084,0,0.033,7.0,3.5,1,63
C12884,0.196,0.022,0,0.362,4.0,,8,365
C12885,0.098,0.03,1,0.406,,,5,171
C12886,0.178,0.055,0,0.091,7.0,3.7,5,0
C12887,0.06,0.011,0,0.176,,,10,164
C12888,0.381,0.047,0,0.059,4.0,4.4,5,60
C12889,0.178,0.055,0,0.169,9.0,3.0,1,10
C12890,0.151,0.025,1,0.086,10.0,4.1,2,17
C12891,0.173,0.022,2,0.147,7.0,,3,91
C12892,0.357,0.003,0,0.065,6.0,4.0,1,5
C12893,0.191,0.01,1,0.053,8.0,4.8,5,47
C12894,0.227,0.085,1,0.101,8.0,3.9,5,46
C12895,0.049,0.014,2,0.112,,4.5,9,140
C12896,0.0,0.021,1,0.224,0.0,2.3,5,101
C12897,0.0,0.083,0,0.103,5.0,,2,33
C12898,0.073,0.009,1,0.043,,,2,203
C12899,0.097,0.027,3,0.163,,5.0,4,104
C12900,0.331,0.111,3,0.0,9.0,4.8,4,41
C12901,0.17,0.086,2,0.084,,,5,53
C12902,0.0,0.017,3,0.321,,,4,365
C12903,0.17,0.11,0,0.065,9.0,3.9,2,1
C12904,0.348,0.053,0,0.049,8.0,4.9,1,71
C12905,0.294,0.065,1,0.076,,5.0,3,20
C12906,0.163,0.08,3,0.045,7.0,,1,34
C12907,0.208,0.025,1,0.071,6.0,4.2,2,16
C12908,0.037,0.006,0,0.28,6.0,4.6,11,121
C12909,0.285,0.108,0,0.091,10.0,4.5,2,48
C12910,0.103,0.011,0,0.234,,,8,190
C12911,0.37,0.026,0,0.088,9.0,4.3,2,76
C12912,0.124,0.043,0,0.122,6.0,3.8,1,43
C12913,0.207,0.014,1,0.139,,4.5,3,30
C12914,0.241,0.06,1,0.093,5.0,3.2,0,58
C12915,0.272,0.045,0,0.093,6.0,4.6,5,69
C12916,0.144,0.0,1,0.017,3.0,3.9,2,71
C12917,0.285,0.092,0,0.001,,4.4,2,8
C12918,0.243,0.016,1,0.088,8.0,,4,7
C12919,0.126,0.111,1,0.022,8.0,,1,34
C12920,0.217,0.043,0,0.102,,3.6,2,10
C12921,0.223,0.0,1,0.083,10.0,,2,15
C12922,0.126,0.004,0,0.24,,4.0,5,117
C12923,0.241,0.052,3,0.071,,4.8,0,22
C12924,0.325,0.052,0,0.095,,4.0,4,22
C12925,0.288,0.0,2,0.06,8.0,4.8,0,55
C12926,0.062,0.0,1,0.08,5.0,,4,287
C12927,0.184,0.01,1,0.021,6.0,4.0,2,73
C12928,0.142,0.008,0,0.0,,3.2,11,159
C12929,0.25,0.008,1,0.064,9.0,4.2,3,55
C12930,0.207,0.0,1,0.0,9.0,,0,29
C12931,0.017,0.023,4,0.302,,,7,175
C12932,0.121,0.03,2,0.251,,,10,94
C12933,0.261,0.047,1,0.099,6.0,3.2,0,0
C12934,0.245,0.068,1,0.048,6.0,4.5,0,51
C12935,0.331,0.063,2,0.0,,4.2,1,15
C12936,0.246,0.12,0,0.018,,4.2,0,15
C12937,0.033,0.0,2,0.144,,2.5,6,122
C12938,0.233,0.072,5,0.122,7.0,4.0,4,8
C12939,0.006,0.033,0,0.314,,4.0,2,109
C12940,0.275,0.039,2,0.135,,4.1,3,0
C12941,0.087,0.018,1,0.334,,1.5,2,128
C12942,0.079,0.036,3,0.176,,,11,181
C12943,0.204,0.0,0,0.086,10.0,5.0,5,1
C12944,0.252,0.044,5,0.113,7.0,3.3,2,0
C12945,0.125,0.026,0,0.123,7.0,4.0,3,12
C12946,0.418,0.011,4,0.13,7.0,4.8,4,35
C12947,0.095,0.088,3,0.052,,4.6,0,41
C12948,0.223,0.048,2,0.113,7.0,3.8,5,5
C12949,0.229,0.058,4,0.08,5.0,4.4,5,41
C12950,0.27,0.098,0,0.129,6.0,,2,38
C12951,0.198,0.019,1,0.092,7.0,4.5,3,303
C12952,0.051,0.008,1,0.251,3.0,3.4,3,155
C12953,0.159,0.016,2,0.344,4.0,3.6,3,209
C12954,0.08,0.013,5,0.1,4.0,,2,173
C12955,0.135,0.066,0,0.012,5.0,3.6,3,22
C12956,0.154,0.023,1,0.121,9.0,,5,32
C12957,0.288,0.094,5,0.046,6.0,3.9,1,84
C12958,0.216,0.049,0,0.0,10.0,4.6,4,64
C12959,0.055,0.011,5,0.215,4.0,4.8,8,120
C12960,0.148,0.021,1,0.205,,,2,109
C12961,0.276,0.057,0,0.064,6.0,3.6,1,88
C12962,0.222,0.08,1,0.065,8.0,,2,52
C12963,0.155,0.106,0,0.093,6.0,4.7,1,46
C12964,0.114,0.098,0,0.123,8.0,3.4,3,53
C12965,0.238,0.067,4,0.12,6.0,3.1,1,88
C12966,0.074,0.023,0,0.158,3.0,,8,202
C12967,0.087,0.032,5,0.164,5.0,,5,361
C12968,0.11,0.016,1,0.135,,3.2,5,206
C12969,0.062,0.014,1,0.105,6.0,3.6,3,60
C12970,0.267,0.055,2,0.176,7.0,3.4,5,4
C12971,0.297,0.093,1,0.083,8.0,3.8,3,2
C12972,0.298,0.056,1,0.04,6.0,4.9,3,29
C12973,0.068,0.001,5,0.157,,,6,160
C12974,0.212,0.0,1,0.023,,,2,72
C12975,0.276,0.098,2,0.037,5.0,4.7,0,28
C12976,0.031,0.039,0,0.081,8.0,5.0,1,10
C12977,0.221,0.052,0,0.057,,4.3,3,72
C12978,0.108,0.031,2,0.146,5.0,,10,192
C12979,0.019,0.031,2,0.068,,3.7,5,141
C12980,0.188,0.019,1,0.115,,3.7,8,119
C12981,0.112,0.074,5,0.141,,4.5,5,45
C12982,0.008,0.023,0,0.0,,3.5,10,108
C12983,0.215,0.039,0,0.0,5.0,4.7,3,1
C12984,0.229,0.074,2,0.014,,4.4,2,3
C12985,0.051,0.063,0,0.166,4.0,,2,329
C12986,0.188,0.095,2,0.0,7.0,3.6,2,32
C12987,0.28,0.038,0,0.113,8.0,4.1,2,86
C12988,0.144,0.058,0,0.054,9.0,3.7,4,33
C12989,0.111,0.025,2,0.237,,,2,177
C12990,0.137,0.01,2,0.0,4.0,3.4,3,30
C12991,0.176,0.111,2,0.202,7.0,4.2,4,65
C12992,0.214,0.09,3,0.019,8.0,3.9,3,41
C12993,0.0,0.0,1,0.216,3.0,,3,214
C12994,0.097,0.024,1,0.0,6.0,4.1,2,43
C12995,0.297,0.029,4,0.109,8.0,4.4,5,30
C12996,0.435,0.087,1,0.0,,5.0,4,4
C12997,0.166,0.075,2,0.05,7.0,4.3,2,48
C12998,0.13,0.089,1,0.068,7.0,4.3,5,59
C12999,0.112,0.057,0,0.053,,,4,4
C13000,0.205,0.057,4,0.127,6.0,2.9,4,43
C13001,0.072,0.041,3,0.156,,,7,100
C13002,0.176,0.074,2,0.066,,,2,12
C13003,0.032,0.027,2,0.194,,3.3,10,165
C13004,0.128,0.092,2,0.0,,4.1,0,82
C13005,0.234,0.076,0,0.034,8.0,,2,80
C13006,0.112,0.022,0,0.166,4.0,,6,103
C13007,0.235,0.106,1,0.057,5.0,4.5,4,22
C13008,0.203,0.099,0,0.153,9.0,5.0,2,31
C13009,0.038,0.058,2,0.033,,4.4,2,34
C13010,0.16,0.05,0,0.07,8.0,,4,36
C13011,0.057,0.022,1,0.194,3.0,,2,266
C13012,0.127,0.012,0,0.177,,4.1,4,19
C13013,0.146,0.047,5,0.083,6.0,,2,78
C13014,0.01,0.009,2,0.085,4.0,,2,148
C13015,0.144,0.065,2,0.096,8.0,4.7,4,3
C13016,0.098,0.015,3,0.041,5.0,,11,110
C13017,0.21,0.077,1,0.051,7.0,4.3,2,31
C13018,0.082,0.019,2,0.191,,3.8,4,119
